DMS_id,best_target,max_pident,qcov_pct,evalue,bitscore,uniform_auroc
NP_000851.2,,0.0,0.0,,0.0,
NP_000866.1,MET_HUMAN_Estevam_2023,44.09448818897638,19.45866861741039,9.056738447137397e-64,209.20262145996094,1.0
NP_000874.2,,0.0,0.0,,0.0,
NP_000879.2,,0.0,0.0,,0.0,
NP_000881.3,KCNJ2_MOUSE_Coyote-Maestas_2022_function,56.52173913043478,77.32696897374701,8.672284270505043e-128,420.4692077636719,
NP_000882.1,KCNJ2_MOUSE_Coyote-Maestas_2022_function,98.59484777517564,100.0,2.134339244908551e-293,965.9782104492188,1.0
NP_000883.2,,0.0,0.0,,0.0,1.0
NP_000890.1,,0.0,0.0,,0.0,
NP_000892.2,PPARG_HUMAN_Majithia_2016,21.794871794871796,16.463414634146343,7.144715071365608e-06,17.962522506713867,1.0
NP_000894.1,,0.0,0.0,,0.0,
NP_000899.1,,0.0,0.0,,0.0,
NP_000909.2,,0.0,0.0,,0.0,1.0
NP_000911.2,,0.0,0.0,,0.0,1.0
NP_000912.3,,0.0,0.0,,0.0,1.0
NP_000924.3,,0.0,0.0,,0.0,1.0
NP_000928.1,,0.0,0.0,,0.0,1.0
NP_000933.1,,0.0,0.0,,0.0,
NP_000935.1,,0.0,0.0,,0.0,0.8
NP_000952.1,CP2C9_HUMAN_Amorosi_2021_abundance,30.0,34.4,4.0919116228880134e-07,22.843584060668945,
NP_000956.2,PPARG_HUMAN_Majithia_2016,30.555555555555557,40.625,1.2806606660722862e-24,80.6231460571289,1.0
NP_000960.2,,0.0,0.0,,0.0,
NP_000968.2,,0.0,0.0,,0.0,
NP_000987.2,,0.0,0.0,,0.0,
NP_001001331.1,,0.0,0.0,,0.0,1.0
NP_001001344.1,,0.0,0.0,,0.0,0.8611111111111112
NP_001001412.3,,0.0,0.0,,0.0,
NP_001001430.1,,0.0,0.0,,0.0,1.0
NP_001001438.1,,0.0,0.0,,0.0,0.9928571428571429
NP_001001547.1,,0.0,0.0,,0.0,
NP_001001557.1,,0.0,0.0,,0.0,1.0
NP_001001563.2,,0.0,0.0,,0.0,
NP_001001937.1,,0.0,0.0,,0.0,
NP_001002295.1,,0.0,0.0,,0.0,1.0
NP_001002755.1,,0.0,0.0,,0.0,
NP_001002841.1,CALM1_HUMAN_Weile_2017,44.285714285714285,74.11167512690355,8.039442186352635e-32,104.32699584960938,
NP_001003694.1,,0.0,0.0,,0.0,0.7833333333333334
NP_001003722.1,,0.0,0.0,,0.0,
NP_001003800.1,,0.0,0.0,,0.0,0.9813797313797313
NP_001003811.1,,0.0,0.0,,0.0,
NP_001003841.1,SC6A4_HUMAN_Young_2021,40.303030303030305,52.05047318611987,5.668082903353543e-87,286.72625732421875,1.0
NP_001004051.1,,0.0,0.0,,0.0,
NP_001004127.2,,0.0,0.0,,0.0,
NP_001005271.2,,0.0,0.0,,0.0,0.9603603603603603
NP_001005369.1,RASH_HUMAN_Bandaru_2017,33.333333333333336,9.903713892709765,0.0002533132407012611,12.940592765808105,
NP_001005463.1,,0.0,0.0,,0.0,0.9464285714285714
NP_001005731.1,,0.0,0.0,,0.0,0.9752066115702479
NP_001005741.1,,0.0,0.0,,0.0,0.9875621890547264
NP_001006658.1,,0.0,0.0,,0.0,0.6474358974358974
NP_001006659.1,LYAM1_HUMAN_Elazar_2016,28.037383177570092,10.073260073260073,4.425800233574104e-11,34.65639877319336,0.9
NP_001007027.1,,0.0,0.0,,0.0,
NP_001007227.1,,0.0,0.0,,0.0,0.5
NP_001007528.1,,0.0,0.0,,0.0,
NP_001008214.1,,0.0,0.0,,0.0,
NP_001008537.1,,0.0,0.0,,0.0,0.9634146341463414
NP_001008701.1,,0.0,0.0,,0.0,
NP_001009999.1,,0.0,0.0,,0.0,
NP_001010867.1,,0.0,0.0,,0.0,0.9523809523809524
NP_001010874.2,,0.0,0.0,,0.0,
NP_001010892.1,,0.0,0.0,,0.0,1.0
NP_001011551.1,,0.0,0.0,,0.0,
NP_001011658.1,,0.0,0.0,,0.0,
NP_001012426.1,,0.0,0.0,,0.0,
NP_001013860.1,,0.0,0.0,,0.0,0.9736842105263159
NP_001014437.1,,0.0,0.0,,0.0,
NP_001014839.1,,0.0,0.0,,0.0,
NP_001015880.1,,0.0,0.0,,0.0,
NP_001017420.1,,0.0,0.0,,0.0,1.0
NP_001017535.1,PPARG_HUMAN_Majithia_2016,31.318681318681318,43.559718969555036,1.8530712739735433e-22,73.7697525024414,0.9375
NP_001017995.1,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,43.63636363636363,6.147091108671789,5.336327946115529e-08,25.062658309936523,1.0
NP_001018005.1,,0.0,0.0,,0.0,1.0
NP_001018123.1,,0.0,0.0,,0.0,1.0
NP_001018494.1,,0.0,0.0,,0.0,
NP_001019242.1,,0.0,0.0,,0.0,1.0
NP_001019801.3,,0.0,0.0,,0.0,0.9682539682539683
NP_001020105.1,,0.0,0.0,,0.0,
NP_001020279.1,,0.0,0.0,,0.0,
NP_001020466.1,,0.0,0.0,,0.0,0.9772727272727273
NP_001020560.1,,0.0,0.0,,0.0,
NP_001020774.1,,0.0,0.0,,0.0,
NP_001025023.1,PHOT_CHLRE_Chen_2023,25.24271844660194,12.530120481927712,2.4429198701599265e-05,16.28862190246582,
NP_001025053.1,,0.0,0.0,,0.0,0.8423913043478259
NP_001025054.1,,0.0,0.0,,0.0,0.9130434782608695
NP_001025178.1,,0.0,0.0,,0.0,
NP_001025482.1,,0.0,0.0,,0.0,
NP_001026859.1,,0.0,0.0,,0.0,
NP_001026895.2,,0.0,0.0,,0.0,1.0
NP_001027565.1,,0.0,0.0,,0.0,
NP_001027567.2,,0.0,0.0,,0.0,1.0
NP_001028.1,,0.0,0.0,,0.0,
NP_001029.1,,0.0,0.0,,0.0,0.9444444444444444
NP_001029027.1,,0.0,0.0,,0.0,0.9761904761904762
NP_001030025.1,,0.0,0.0,,0.0,0.9642094017094017
NP_001032.2,,0.0,0.0,,0.0,0.9333333333333333
NP_001034302.2,,0.0,0.0,,0.0,0.8333333333333333
NP_001034437.1,,0.0,0.0,,0.0,
NP_001034639.1,DNJA1_HUMAN_Tsuboyama_2023_2LO1,53.96825396825397,24.187725631768952,5.0688529318360816e-20,66.03531646728516,
NP_001035.1,SC6A4_HUMAN_Young_2021,52.00729927007299,89.6774193548387,2.887221558275499e-199,657.3832397460938,
NP_001035197.1,,0.0,0.0,,0.0,0.9836065573770492
NP_001035202.1,,0.0,0.0,,0.0,0.9565217391304347
NP_001035526.1,,0.0,0.0,,0.0,0.95
NP_001035835.1,,0.0,0.0,,0.0,1.0
NP_001035897.1,,0.0,0.0,,0.0,1.0
NP_001035937.1,,0.0,0.0,,0.0,
NP_001035940.1,,0.0,0.0,,0.0,1.0
NP_001035963.1,,0.0,0.0,,0.0,0.9927272727272727
NP_001036068.1,,0.0,0.0,,0.0,
NP_001036167.1,,0.0,0.0,,0.0,
NP_001036214.1,,0.0,0.0,,0.0,1.0
NP_001037.1,,0.0,0.0,,0.0,0.3846153846153846
NP_001037850.1,,0.0,0.0,,0.0,
NP_001041629.1,,0.0,0.0,,0.0,
NP_001041675.1,,0.0,0.0,,0.0,0.8999999999999999
NP_001050.1,OPSD_HUMAN_Wan_2019,24.731182795698924,61.935483870967744,4.3666336249016614e-27,88.63199615478516,
NP_001051.1,,0.0,0.0,,0.0,
NP_001056.1,,0.0,0.0,,0.0,0.9475524475524477
NP_001060.1,,0.0,0.0,,0.0,0.6607142857142858
NP_001061.2,,0.0,0.0,,0.0,
NP_001063.2,,0.0,0.0,,0.0,1.0
NP_001070.2,ANCSZ_Hobbs_2022,68.84735202492212,51.8578352180937,6.450797904339361e-157,517.1280517578125,
NP_001070712.1,,0.0,0.0,,0.0,
NP_001070834.1,,0.0,0.0,,0.0,0.9558823529411764
NP_001070884.2,,0.0,0.0,,0.0,0.6851851851851851
NP_001070984.1,,0.0,0.0,,0.0,
NP_001071.1,,0.0,0.0,,0.0,1.0
NP_001072982.1,,0.0,0.0,,0.0,
NP_001073136.1,NKX31_HUMAN_Tsuboyama_2023_2L9R,69.23076923076923,12.967581047381547,6.195487959045024e-20,65.33476257324219,1.0
NP_001073270.1,,0.0,0.0,,0.0,
NP_001073279.2,,0.0,0.0,,0.0,0.9924242424242424
NP_001073882.3,PITX2_HUMAN_Tsuboyama_2023_2L7M,45.0,5.788712011577424,1.7774868406629105e-07,23.553253173828125,0.8
NP_001073883.2,,0.0,0.0,,0.0,0.9634146341463415
NP_001073890.2,,0.0,0.0,,0.0,
NP_001073893.1,,0.0,0.0,,0.0,0.8275862068965517
NP_001073911.1,,0.0,0.0,,0.0,1.0
NP_001073918.2,,0.0,0.0,,0.0,1.0
NP_001073936.1,,0.0,0.0,,0.0,1.0
NP_001073945.1,,0.0,0.0,,0.0,
NP_001073986.1,,0.0,0.0,,0.0,0.9632352941176471
NP_001073991.2,,0.0,0.0,,0.0,0.9650735294117646
NP_001075.1,,0.0,0.0,,0.0,0.9583333333333334
NP_001075019.1,,0.0,0.0,,0.0,0.875
NP_001076007.1,,0.0,0.0,,0.0,
NP_001076580.1,,0.0,0.0,,0.0,
NP_001076585.1,,0.0,0.0,,0.0,0.9320987654320988
NP_001077083.1,,0.0,0.0,,0.0,0.9692307692307693
NP_001077088.2,,0.0,0.0,,0.0,1.0
NP_001077430.1,,0.0,0.0,,0.0,0.9956521739130435
NP_001077431.1,,0.0,0.0,,0.0,0.920343137254902
NP_001080.2,Q837P5_ENTFA_Meier_2023,27.149321266968325,13.204225352112676,7.319864114408051e-22,70.31201171875,0.9572649572649572
NP_001089.1,,0.0,0.0,,0.0,
NP_001091738.1,,0.0,0.0,,0.0,1.0
NP_001091981.1,,0.0,0.0,,0.0,0.8645833333333334
NP_001092138.1,,0.0,0.0,,0.0,
NP_001092272.1,,0.0,0.0,,0.0,1.0
NP_001092690.1,,0.0,0.0,,0.0,
NP_001092692.1,,0.0,0.0,,0.0,0.7916666666666667
NP_001092744.1,,0.0,0.0,,0.0,1.0
NP_001093326.2,,0.0,0.0,,0.0,0.9166666666666666
NP_001094383.2,,0.0,0.0,,0.0,0.9240506329113923
NP_001094385.1,,0.0,0.0,,0.0,
NP_001094832.1,,0.0,0.0,,0.0,0.746031746031746
NP_001094896.1,,0.0,0.0,,0.0,
NP_001095876.1,,0.0,0.0,,0.0,0.7241379310344828
NP_001096.1,RAF1_HUMAN_Zinkus-Boltz_2019,35.416666666666664,41.45383104125737,2.8503267938119604e-16,52.556121826171875,0.9750000000000001
NP_001097.2,RAF1_HUMAN_Zinkus-Boltz_2019,32.78688524590164,39.453125,1.5475967655706406e-12,40.17979431152344,
NP_001098101.1,,0.0,0.0,,0.0,0.9545454545454546
NP_001098548.2,,0.0,0.0,,0.0,0.75
NP_001098717.1,,0.0,0.0,,0.0,0.6666666666666667
NP_001103279.2,,0.0,0.0,,0.0,
NP_001104262.1,,0.0,0.0,,0.0,0.9591847594721158
NP_001104505.1,,0.0,0.0,,0.0,0.9722222222222223
NP_001104595.1,,0.0,0.0,,0.0,0.9666666666666667
NP_001106212.1,,0.0,0.0,,0.0,1.0
NP_001106279.3,RAF1_HUMAN_Zinkus-Boltz_2019,32.69961977186312,28.73931623931624,8.177161862308502e-37,120.37107849121094,0.8695652173913042
NP_001106962.1,,0.0,0.0,,0.0,
NP_001107655.1,,0.0,0.0,,0.0,0.5714285714285714
NP_001108220.1,,0.0,0.0,,0.0,
NP_001116229.1,NKX31_HUMAN_Tsuboyama_2023_2L9R,39.583333333333336,15.141955835962145,8.47769887434798e-07,22.260177612304688,
NP_001116293.1,,0.0,0.0,,0.0,
NP_001119578.1,,0.0,0.0,,0.0,
NP_001119580.2,,0.0,0.0,,0.0,0.9645409565695438
NP_001120.3,,0.0,0.0,,0.0,0.9444444444444444
NP_001120680.1,,0.0,0.0,,0.0,1.0
NP_001120693.1,SCN5A_HUMAN_Glazer_2019,31.23076923076923,29.854046881910655,1.9863723203410124e-88,290.4485168457031,0.9843460111317254
NP_001120864.1,,0.0,0.0,,0.0,
NP_001120972.1,MET_HUMAN_Estevam_2023,100.0,20.383522727272727,4.698127418426987e-200,660.5850219726562,0.9385964912280702
NP_001121370.1,,0.0,0.0,,0.0,1.0
NP_001121631.1,,0.0,0.0,,0.0,
NP_001121699.1,,0.0,0.0,,0.0,0.9594594594594594
NP_001121775.1,,0.0,0.0,,0.0,
NP_001121897.1,,0.0,0.0,,0.0,0.9647435897435898
NP_001121901.1,,0.0,0.0,,0.0,
NP_001121903.1,,0.0,0.0,,0.0,
NP_001122092.1,RAF1_HUMAN_Zinkus-Boltz_2019,29.921259842519685,47.920433996383366,3.2408554225442456e-26,85.67675018310547,1.0
NP_001122317.1,,0.0,0.0,,0.0,0.9107142857142857
NP_001123292.1,,0.0,0.0,,0.0,0.8
NP_001123476.1,CALM1_HUMAN_Weile_2017,30.76923076923077,8.533916849015318,7.93844390254199e-09,27.81837272644043,0.9142857142857143
NP_001123482.1,,0.0,0.0,,0.0,
NP_001123561.1,,0.0,0.0,,0.0,1.0
NP_001123575.1,,0.0,0.0,,0.0,
NP_001123577.1,,0.0,0.0,,0.0,1.0
NP_001123616.1,,0.0,0.0,,0.0,1.0
NP_001123617.1,YAP1_HUMAN_Araya_2012,100.0,100.0,0.0,1115.169921875,
NP_001123990.1,,0.0,0.0,,0.0,0.9722222222222223
NP_001124162.1,,0.0,0.0,,0.0,
NP_001124295.1,MTH3_HAEAE_RockahShmuel_2015,27.272727272727273,11.948529411764707,1.075342518515251e-11,36.622676849365234,0.9722222222222222
NP_001124497.1,,0.0,0.0,,0.0,
NP_001125.1,,0.0,0.0,,0.0,
NP_001127835.2,,0.0,0.0,,0.0,0.9952702702702703
NP_001128243.1,,0.0,0.0,,0.0,
NP_001128493.1,,0.0,0.0,,0.0,1.0
NP_001128715.1,,0.0,0.0,,0.0,0.8380281690140845
NP_001129123.1,RAF1_HUMAN_Zinkus-Boltz_2019,35.294117647058826,21.77858439201452,2.536580204970295e-17,56.501991271972656,
NP_001129277.1,,0.0,0.0,,0.0,1.0
NP_001129392.2,,0.0,0.0,,0.0,
NP_001129507.1,,0.0,0.0,,0.0,
NP_001129524.1,,0.0,0.0,,0.0,1.0
NP_001129649.1,,0.0,0.0,,0.0,1.0
NP_001129668.1,,0.0,0.0,,0.0,
NP_001130.1,,0.0,0.0,,0.0,0.962962962962963
NP_001136.1,,0.0,0.0,,0.0,
NP_001136029.1,,0.0,0.0,,0.0,
NP_001136082.1,SRC_HUMAN_Ahler_2019,30.21276595744681,24.227799227799228,1.4078998380473278e-19,63.2166633605957,
NP_001136256.1,,0.0,0.0,,0.0,0.9642857142857143
NP_001136438.1,,0.0,0.0,,0.0,0.6933333333333334
NP_001137282.1,,0.0,0.0,,0.0,
NP_001137326.1,,0.0,0.0,,0.0,
NP_001137451.1,,0.0,0.0,,0.0,
NP_001137453.1,,0.0,0.0,,0.0,
NP_001137458.1,,0.0,0.0,,0.0,
NP_001138341.1,,0.0,0.0,,0.0,
NP_001138545.1,,0.0,0.0,,0.0,
NP_001138584.1,,0.0,0.0,,0.0,
NP_001138780.1,,0.0,0.0,,0.0,
NP_001138830.1,,0.0,0.0,,0.0,0.9814814814814814
NP_001138940.4,,0.0,0.0,,0.0,1.0
NP_001139189.2,,0.0,0.0,,0.0,0.9814814814814815
NP_001139267.1,ANCSZ_Hobbs_2022,29.26829268292683,11.11111111111111,3.394266071390542e-09,29.466516494750977,
NP_001142.2,,0.0,0.0,,0.0,
NP_001148.1,,0.0,0.0,,0.0,0.30701754385964913
NP_001153508.1,RASH_HUMAN_Bandaru_2017,30.53435114503817,20.29372496662216,6.326976585694418e-05,14.814804077148438,0.856682769726248
NP_001153605.1,,0.0,0.0,,0.0,0.9673202614379085
NP_001153695.1,BRCA1_HUMAN_Findlay_2018,37.5,19.379844961240313,1.1282912997154985e-07,25.401077270507812,
NP_001153705.1,,0.0,0.0,,0.0,1.0
NP_001153839.1,MK01_HUMAN_Brenan_2016,36.885245901639344,85.81314878892734,1.0720344809582573e-43,143.41024780273438,
NP_001153844.1,,0.0,0.0,,0.0,
NP_001155197.1,,0.0,0.0,,0.0,
NP_001156685.1,MET_HUMAN_Estevam_2023,43.92156862745098,34.15841584158416,4.7698394257129307e-57,187.2542266845703,0.9335016835016835
NP_001156908.2,SRC_HUMAN_Ahler_2019,31.48148148148148,27.547592385218366,3.3636605135440015e-09,28.79229736328125,1.0
NP_001157281.1,,0.0,0.0,,0.0,0.9038461538461539
NP_001157750.1,,0.0,0.0,,0.0,0.9836601307189542
NP_001157814.1,,0.0,0.0,,0.0,0.9878296146044624
NP_001157877.1,,0.0,0.0,,0.0,
NP_001158233.1,,0.0,0.0,,0.0,
NP_001159435.1,SCN5A_HUMAN_Glazer_2019,65.05652620760534,51.26928820308612,0.0,1309.904541015625,0.9770985401459854
NP_001159725.2,CP2C9_HUMAN_Amorosi_2021_abundance,27.36842105263158,33.85146804835924,9.222034095955912e-19,60.95092010498047,1.0
NP_001159762.1,KCNJ2_MOUSE_Coyote-Maestas_2022_function,51.320754716981135,88.11881188118812,8.195539672956919e-88,288.0474548339844,0.8529411764705882
NP_001161206.1,,0.0,0.0,,0.0,1.0
NP_001162625.1,,0.0,0.0,,0.0,
NP_001164672.1,,0.0,0.0,,0.0,
NP_001165558.2,,0.0,0.0,,0.0,
NP_001165806.1,,0.0,0.0,,0.0,
NP_001165948.1,,0.0,0.0,,0.0,1.0
NP_001166167.1,,0.0,0.0,,0.0,0.9047619047619048
NP_001166939.1,,0.0,0.0,,0.0,
NP_001167621.1,,0.0,0.0,,0.0,1.0
NP_001170787.2,,0.0,0.0,,0.0,0.9692982456140352
NP_001170991.1,,0.0,0.0,,0.0,0.8685636856368564
NP_001171481.1,,0.0,0.0,,0.0,0.8214285714285715
NP_001171536.2,,0.0,0.0,,0.0,0.9792865362485615
NP_001171582.1,,0.0,0.0,,0.0,
NP_001171634.3,,0.0,0.0,,0.0,
NP_001171809.1,,0.0,0.0,,0.0,0.9821428571428571
NP_001171818.1,,0.0,0.0,,0.0,
NP_001174.2,,0.0,0.0,,0.0,1.0
NP_001177203.1,,0.0,0.0,,0.0,0.937062937062937
NP_001177666.1,,0.0,0.0,,0.0,1.0
NP_001177716.1,,0.0,0.0,,0.0,
NP_001180345.1,,0.0,0.0,,0.0,0.9675925925925927
NP_001181939.1,,0.0,0.0,,0.0,1.0
NP_001182058.1,,0.0,0.0,,0.0,
NP_001182192.1,DLG4_HUMAN_Faure_2021,42.666666666666664,7.357212003872217,2.607379095116067e-09,29.511430740356445,0.9666666666666667
NP_001182399.1,,0.0,0.0,,0.0,1.0
NP_001185.3,KCNH2_HUMAN_Kozek_2020,28.37528604118993,50.61867266591676,1.0220202752677526e-45,149.78042602539062,1.0
NP_001185797.1,CALM1_HUMAN_Weile_2017,33.333333333333336,19.747899159663866,5.068835857035161e-08,25.271249771118164,
NP_001185885.1,,0.0,0.0,,0.0,
NP_001186.1,,0.0,0.0,,0.0,1.0
NP_001186036.1,,0.0,0.0,,0.0,0.9711538461538461
NP_001186136.1,,0.0,0.0,,0.0,
NP_001186181.1,,0.0,0.0,,0.0,
NP_001186728.1,,0.0,0.0,,0.0,1.0
NP_001186846.1,,0.0,0.0,,0.0,1.0
NP_001188356.1,,0.0,0.0,,0.0,
NP_001189333.2,,0.0,0.0,,0.0,0.9242424242424243
NP_001189472.1,PITX2_HUMAN_Tsuboyama_2023_2L7M,31.11111111111111,2.9683377308707124,0.00030405347351005624,12.246697425842285,1.0
NP_001191197.1,,0.0,0.0,,0.0,
NP_001191244.1,,0.0,0.0,,0.0,
NP_001191354.2,,0.0,0.0,,0.0,0.8928571428571428
NP_001193.2,,0.0,0.0,,0.0,
NP_001193928.1,SRC_HUMAN_Ahler_2019,29.22374429223744,11.454809086515224,3.7301290767648325e-12,38.04987716674805,1.0
NP_001194.1,RAF1_HUMAN_Zinkus-Boltz_2019,36.507936507936506,42.03187250996016,2.4949574601613423e-18,59.37550354003906,0.9791666666666667
NP_001195.2,ANCSZ_Hobbs_2022,33.69565217391305,20.134874759152215,2.5700631663154577e-10,32.611724853515625,0.9922978177150192
NP_001202.5,,0.0,0.0,,0.0,0.9649122807017544
NP_001209.1,,0.0,0.0,,0.0,
NP_001211.3,MK01_HUMAN_Brenan_2016,35.13513513513514,29.429429429429426,1.7203736544975412e-20,66.59989166259766,0.951219512195122
NP_001219.2,CASP7_HUMAN_Roychowdhury_2020,42.61603375527426,50.806451612903224,6.441828200242494e-48,157.08004760742188,
NP_001222.3,,0.0,0.0,,0.0,
NP_001223.2,,0.0,0.0,,0.0,0.92
NP_001229804.1,,0.0,0.0,,0.0,1.0
NP_001229817.2,,0.0,0.0,,0.0,0.9166666666666666
NP_001229825.1,,0.0,0.0,,0.0,0.9545454545454545
NP_001229886.1,MK01_HUMAN_Brenan_2016,39.02439024390244,45.06172839506173,4.125208690876707e-56,184.25308227539062,0.962962962962963
NP_001230106.1,,0.0,0.0,,0.0,
NP_001230695.2,,0.0,0.0,,0.0,0.9358552631578947
NP_001231118.1,,0.0,0.0,,0.0,0.7222222222222222
NP_001233.2,,0.0,0.0,,0.0,
NP_001242976.1,,0.0,0.0,,0.0,
NP_001243169.1,,0.0,0.0,,0.0,
NP_001243328.1,,0.0,0.0,,0.0,
NP_001243371.1,,0.0,0.0,,0.0,1.0
NP_001243423.1,,0.0,0.0,,0.0,
NP_001243439.1,,0.0,0.0,,0.0,
NP_001243506.2,,0.0,0.0,,0.0,
NP_001243556.1,SRC_HUMAN_Ahler_2019,31.799163179916317,33.83152173913043,2.408475466900648e-21,69.51519012451172,
NP_001243643.1,,0.0,0.0,,0.0,1.0
NP_001243805.1,,0.0,0.0,,0.0,0.5384615384615384
NP_001244074.1,,0.0,0.0,,0.0,0.9285714285714286
NP_001244159.1,,0.0,0.0,,0.0,0.8928571428571429
NP_001244941.2,,0.0,0.0,,0.0,0.8981481481481481
NP_001245150.1,,0.0,0.0,,0.0,
NP_001245218.1,,0.0,0.0,,0.0,
NP_001251.1,MK01_HUMAN_Brenan_2016,36.67820069204152,69.18103448275862,6.788307511220089e-41,134.21170043945312,
NP_001254507.1,,0.0,0.0,,0.0,
NP_001254538.1,ADRB2_HUMAN_Jones_2020,24.825174825174827,53.916211293260474,3.989107372899073e-27,88.44683837890625,
NP_001255.4,,0.0,0.0,,0.0,0.6666666666666667
NP_001258750.1,,0.0,0.0,,0.0,0.9166666666666666
NP_001258928.1,,0.0,0.0,,0.0,1.0
NP_001261.2,CBX4_HUMAN_Tsuboyama_2023_2K28,48.38709677419355,1.8128654970760234,2.544473602139729e-08,25.593666076660156,
NP_001262.3,CBX4_HUMAN_Tsuboyama_2023_2K28,46.42857142857143,1.5317286652078774,2.2642121442045132e-07,22.303007125854492,0.9706457925636007
NP_001264.2,,0.0,0.0,,0.0,0.9838709677419355
NP_001265067.1,,0.0,0.0,,0.0,0.9181069958847736
NP_001265273.1,CALM1_HUMAN_Weile_2017,34.61538461538461,15.160349854227405,1.3495380253091216e-16,53.603755950927734,0.8201754385964912
NP_001265868.1,,0.0,0.0,,0.0,0.962121212121212
NP_001269154.1,,0.0,0.0,,0.0,0.9875
NP_001269210.1,,0.0,0.0,,0.0,0.9692307692307692
NP_001269333.1,,0.0,0.0,,0.0,
NP_001269463.1,KCNH2_HUMAN_Kozek_2020,22.448979591836736,13.101604278074866,0.0006045219798652204,12.311590194702148,
NP_001269613.2,,0.0,0.0,,0.0,
NP_001269862.1,,0.0,0.0,,0.0,1.0
NP_001271165.2,,0.0,0.0,,0.0,
NP_001273003.2,,0.0,0.0,,0.0,0.9121739130434782
NP_001273540.1,,0.0,0.0,,0.0,
NP_001273644.1,,0.0,0.0,,0.0,
NP_001274420.1,,0.0,0.0,,0.0,0.9642857142857143
NP_001275582.1,,0.0,0.0,,0.0,
NP_001275676.1,,0.0,0.0,,0.0,0.8076923076923077
NP_001275880.1,,0.0,0.0,,0.0,1.0
NP_001275929.1,,0.0,0.0,,0.0,0.9888888888888889
NP_001278.1,,0.0,0.0,,0.0,0.9803921568627451
NP_001278585.2,,0.0,0.0,,0.0,1.0
NP_001278650.1,,0.0,0.0,,0.0,0.9175824175824175
NP_001278933.1,,0.0,0.0,,0.0,0.9944444444444445
NP_001284478.1,,0.0,0.0,,0.0,
NP_001287771.1,,0.0,0.0,,0.0,
NP_001287829.1,,0.0,0.0,,0.0,
NP_001288.3,KCNH2_HUMAN_Kozek_2020,21.29380053908356,30.37569944044764,3.527610119773745e-21,68.26813507080078,0.9928315412186379
NP_001288153.1,CALM1_HUMAN_Weile_2017,29.473684210526315,52.083333333333336,2.8632986926545177e-11,37.46391296386719,
NP_001289.1,KCNH2_HUMAN_Kozek_2020,28.759894459102902,56.34005763688761,1.552846165866961e-43,142.65843200683594,0.9920091324200913
NP_001290039.1,,0.0,0.0,,0.0,1.0
NP_001290185.1,,0.0,0.0,,0.0,0.978021978021978
NP_001290425.1,,0.0,0.0,,0.0,0.8
NP_001291646.4,PTEN_HUMAN_Matreyek_2021,100.0,69.96527777777779,3.107689895181355e-287,947.45556640625,0.9828913601368692
NP_001293061.2,,0.0,0.0,,0.0,0.9969183359013867
NP_001294.2,,0.0,0.0,,0.0,
NP_001295205.1,,0.0,0.0,,0.0,
NP_001298127.1,,0.0,0.0,,0.0,
NP_001303260.1,,0.0,0.0,,0.0,
NP_001304019.1,,0.0,0.0,,0.0,1.0
NP_001304919.1,,0.0,0.0,,0.0,
NP_001305092.1,,0.0,0.0,,0.0,
NP_001305781.1,,0.0,0.0,,0.0,1.0
NP_001307127.1,,0.0,0.0,,0.0,
NP_001307509.1,,0.0,0.0,,0.0,
NP_001307594.1,,0.0,0.0,,0.0,
NP_001307679.1,,0.0,0.0,,0.0,0.9761904761904763
NP_001307852.1,ANCSZ_Hobbs_2022,40.16064257028113,23.223570190641247,1.4310529304507705e-50,165.44918823242188,1.0
NP_001308031.1,,0.0,0.0,,0.0,0.9090909090909091
NP_001308943.1,,0.0,0.0,,0.0,0.951923076923077
NP_001308971.2,,0.0,0.0,,0.0,1.0
NP_001309774.1,,0.0,0.0,,0.0,1.0
NP_001309863.1,,0.0,0.0,,0.0,
NP_001313340.1,,0.0,0.0,,0.0,
NP_001316485.1,,0.0,0.0,,0.0,
NP_001316843.1,,0.0,0.0,,0.0,
NP_001317619.1,,0.0,0.0,,0.0,0.75
NP_001317964.1,,0.0,0.0,,0.0,0.8125
NP_001319.1,,0.0,0.0,,0.0,
NP_001323.1,,0.0,0.0,,0.0,1.0
NP_001334748.1,,0.0,0.0,,0.0,
NP_001336584.1,,0.0,0.0,,0.0,0.9090909090909091
NP_001336644.1,,0.0,0.0,,0.0,
NP_001340.2,,0.0,0.0,,0.0,
NP_001340274.1,,0.0,0.0,,0.0,1.0
NP_001340741.2,,0.0,0.0,,0.0,
NP_001341530.2,,0.0,0.0,,0.0,0.9848484848484849
NP_001349700.1,MK01_HUMAN_Brenan_2016,31.884057971014492,72.89002557544757,8.41061019158597e-39,127.51583099365234,1.0
NP_001351.2,,0.0,0.0,,0.0,1.0
NP_001351952.1,PPARG_HUMAN_Majithia_2016,28.29268292682927,43.829787234042556,6.401604747882287e-25,81.51348114013672,
NP_001352.2,,0.0,0.0,,0.0,
NP_001352465.1,SCN5A_HUMAN_Glazer_2019,62.83367556468173,51.10663983903421,0.0,1282.716064453125,0.9128352490421454
NP_001353076.1,,0.0,0.0,,0.0,
NP_001354752.1,,0.0,0.0,,0.0,1.0
NP_001354903.1,,0.0,0.0,,0.0,
NP_001354906.1,,0.0,0.0,,0.0,
NP_001355738.1,,0.0,0.0,,0.0,1.0
