DMS_id,D_correct,D_incorrect,n,n_incorrect
NP_005041.1,0.25123594171497576,,20,0
NP_005111.2,0.4084836703620347,0.24985723555476233,97,8
NP_005112.2,0.37685727010838393,0.2702455058869131,30,5
NP_005135.2,0.43090077893602313,,34,0
NP_005174.2,0.2657032512030018,,41,0
NP_005179.2,0.26818294074254606,0.25139836775863666,28,1
NP_005202.2,0.2740634446983592,0.11380462489819056,91,3
NP_005240.3,0.33860117261756684,0.5585962527655925,126,4
NP_005258.2,0.2316148797163015,0.16978900471596492,38,2
NP_005325.2,0.46730580833661006,0.3570820271919119,33,5
NP_005334.1,0.3897983339800001,,31,0
NP_005350.1,0.38832364912338396,0.2240566155785718,26,1
NP_005351.2,0.35939848708341676,,20,0
NP_005364.1,0.37338617428758536,0.262117878948636,27,3
NP_005413.2,0.2985768765722051,0.3949128891129482,32,1
NP_005436.1,0.32463821603432147,0.429226489760626,35,2
NP_005449.5,0.33433518308103616,0.3199155416979739,82,26
NP_005468.1,0.21321386122625016,,32,0
NP_005493.2,0.37831724195921484,0.29909002535176266,67,4
NP_005526.1,0.3611926370068897,0.27245554959836066,25,4
NP_005545.1,0.22058879848753213,,25,0
NP_005546.2,0.25651760915553934,,25,0
NP_005548.2,0.14905000350784114,0.18980102339511096,26,2
NP_005553.2,0.3465364371596459,,24,0
NP_005563.1,0.4867851789157762,0.34227416786796183,158,102
NP_005594.2,0.2483008077122229,0.21621549294724662,20,1
NP_005600.1,0.43308398056547437,0.20914130925183666,26,4
NP_005620.1,0.24327029045716048,0.18702035325077415,57,1
NP_005621.2,0.27127828882651955,,20,0
NP_005624.2,0.2811008587368917,0.291021825282214,84,10
NP_005641.1,0.4612698464703451,0.33610020566253157,66,4
NP_005645.1,0.398179678434354,,44,0
NP_005673.3,0.3125350154728865,0.40407687604187825,28,5
NP_005682.2,0.3455550255036218,,25,0
NP_005850.1,0.4021986934421241,0.10929532708014239,46,4
NP_005853.2,0.2767395148983832,0.4277331713929039,26,4
NP_005893.1,0.44237898478219273,,25,0
NP_005903.2,0.38276934351323355,0.1875069999303627,21,1
NP_005912.1,0.3755984379558033,0.1841038490755375,28,1
NP_005948.3,0.32931408970567133,0.18891629810537885,37,6
NP_005984.3,0.22268615922703355,0.5421298786872795,27,1
NP_005996.2,0.3253962260742745,0.29895475400310134,83,6
NP_006000.2,0.41108147716876076,0.40955533631223673,150,7
NP_006006.3,0.28529040919538573,0.19348077306162226,129,16
NP_006026.3,0.37006437901085276,0.5079371416109704,20,2
NP_006028.2,0.3393281675486872,0.2003423490769877,28,1
NP_006077.2,0.43219603220524294,0.4390303071415295,40,7
NP_006078.2,0.5133557009963383,0.3432635028657874,38,8
NP_006112.3,0.22848819146331287,0.2875501570347243,29,2
NP_006114.1,0.30056512209633646,0.23366316592736297,88,7
NP_006138.1,0.5156899491381278,,31,0
NP_006155.2,0.32668517378838524,,22,0
NP_006209.2,0.40713147751246803,0.6133837951742619,53,7
NP_006222.2,0.37515850397420425,0.25059998649119347,34,10
NP_006236.1,0.6240298257622285,0.48518193837769524,20,1
NP_006260.1,0.4071298040133631,0.4224728217510212,34,2
NP_006281.1,0.39281020900974617,,26,0
NP_006297.2,0.32436765774562976,0.21396277107373313,79,6
NP_006334.2,0.25849683617793073,0.1131221051110484,29,1
NP_006507.2,0.3569825180492888,0.2592885669924005,88,5
NP_006508.2,0.2537722152907522,0.22897492036408412,39,2
NP_006556.1,0.3206978891624278,0.2722862156510522,30,1
NP_006558.1,0.2673482423167663,,26,0
NP_006570.1,0.365808793229563,0.1797770403229859,32,1
NP_006693.3,0.2765389562540066,0.18276592972312736,23,1
NP_006757.2,0.4509023506881339,0.432799249083751,183,14
NP_006758.2,0.3782002648951885,0.07720766709392536,26,3
NP_006763.2,0.30659085344740916,0.24928139929197252,126,15
NP_006787.2,0.34872492745552736,0.225114092049973,28,3
NP_008846.2,0.2881357864588867,,28,0
NP_008853.3,0.2615207705307078,0.22704736089195893,56,3
NP_008870.2,0.36010918041796486,0.3562637633122324,75,4
NP_008871.3,0.5018045327540268,0.7362543646592945,23,2
NP_008872.1,0.2879218565252917,,32,0
NP_008986.2,0.37370180468114805,0.4099566577013827,23,2
NP_009006.2,0.24081479414633447,0.3435391574363463,42,3
NP_009009.1,0.5131570856591934,0.3964075111708295,60,26
NP_009034.2,0.3842408806274171,,22,0
NP_009057.1,0.40758566059019363,,26,0
NP_009225.1,0.3574624004640945,0.33843382473218464,456,58
NP_009297.2,0.38627773489163764,0.3210571933998635,105,10
NP_009330.1,0.34621878941397005,0.5290246046976506,39,8
NP_015556.1,0.37895140887158557,0.23733886080393868,37,4
NP_015566.1,0.38817004814822514,0.42323054290719475,96,17
NP_036192.2,0.4441886995373518,,25,0
NP_036214.2,0.31862325185079543,0.37936573941787743,26,10
NP_036234.3,0.30317955946757164,0.5297642539666285,69,5
NP_036276.1,0.23192223209865157,0.16280648437925058,20,3
NP_036292.2,0.42819965803889315,,25,0
NP_036356.1,0.4139376963049519,0.31601418252712393,21,2
NP_036462.2,0.4116201124332577,0.3594225945461136,93,26
NP_037466.3,0.2952682166937791,,21,0
NP_038460.4,0.28442208941588,,34,0
NP_038475.2,0.4747664971734204,0.310864402911476,44,20
NP_054728.2,0.3137826972538542,0.2392582399151389,43,5
NP_054733.2,0.2573578579927388,0.2093525638378649,29,3
NP_054768.2,0.3050110095900903,0.22951147290813734,34,4
NP_054799.4,0.3929619806377347,0.3414659404431841,40,4
NP_054831.2,0.424148704878371,0.5779230049920906,51,3
NP_054858.2,0.35130384577025475,0.31338304182671517,55,3
NP_054859.2,0.2788902963747266,,28,0
NP_055006.1,0.3283350948505381,0.25911722896557626,192,17
NP_055023.2,0.4197201742861316,0.5044595480706672,44,7
NP_055040.2,0.30648322861391203,0.2874439195781646,27,2
NP_055064.1,0.27189781397488216,0.5863003638215664,26,3
NP_055238.1,0.4772109012547186,0.332488397088486,22,4
NP_055400.1,0.3221712825913957,0.12853075989162374,29,3
NP_055440.1,0.3268049608599751,0.24906131260439165,20,1
NP_055454.1,0.41122461744957833,,22,0
NP_055527.1,0.32337192100110923,,24,0
NP_055529.2,0.29600798008513457,0.2532550807428061,57,11
NP_055595.2,0.3699779502177835,0.38836548720122765,26,2
NP_055610.1,0.326362799363542,0.28587836680328904,129,3
NP_055619.2,0.36228739304739155,,24,0
NP_055689.1,0.37793077989308477,,104,0
NP_055761.2,0.3337026529195861,0.17335523101300637,153,6
NP_055771.4,0.3492586205192008,0.23918022548366358,30,1
NP_055840.2,0.3704990238089009,0.25322870948650295,35,3
NP_055887.3,0.2679582028171056,0.3436307634968926,20,2
NP_055915.2,0.35104051498637756,0.6461316374116796,46,3
NP_055917.1,0.46828574669700135,0.38211004785327524,26,6
NP_055929.1,0.3146403376207941,0.38212141501027214,24,1
NP_055940.3,0.39297672936419104,0.3028282859759834,39,9
NP_055981.1,0.4679828262951185,0.7924562747561532,27,1
NP_056080.1,0.3204674944266974,0.26725843463355786,78,7
NP_056087.2,0.3601988237916491,0.30492376357590006,21,4
NP_056092.2,0.4072843945337311,0.2683880812458945,82,10
NP_056150.1,0.3964962182987657,0.28977084883136633,142,21
NP_056155.1,0.36421156149172584,0.6363676852086642,24,2
NP_056240.2,0.2908062042601835,0.17772194673298117,22,1
NP_056321.2,0.5745406734910935,0.40722922598659084,29,6
NP_056346.3,0.41962023182005415,0.26345298757250657,53,3
NP_056374.2,0.42801571291677437,0.328679766672955,212,5
NP_056375.2,0.36094268480694724,0.28467736161996937,82,5
NP_056385.1,0.3603957358705986,0.24730163959135582,69,19
NP_056477.1,0.43746013993740784,0.3374696673698135,25,4
NP_056536.2,0.6248511525870042,,26,0
NP_056999.2,0.42871150589096085,0.3045411455789783,56,13
NP_057006.1,0.2609901041834919,0.3889685381539976,25,1
NP_057062.1,0.24652991371535354,0.2374273224598849,27,5
NP_057195.2,0.24932228540380152,,28,0
NP_057264.4,0.3127759626933282,0.220360540910276,21,1
NP_057287.2,0.22766383010528257,,29,0
NP_057425.3,0.3219229654986603,,20,0
NP_057457.1,0.351158395867208,1.0418953080664652,24,3
NP_057664.1,0.37510547160119706,,40,0
NP_058633.2,0.43027879157299465,0.34552699901523876,36,18
NP_058648.4,0.4303524025428688,0.3210490576250654,33,13
NP_060106.2,0.5215748598541508,0.375387130992031,22,9
NP_060111.2,0.3905011747647139,0.07197922147883241,33,1
NP_060121.3,0.28301665863590036,0.22257069042397387,47,2
NP_060124.2,0.3820477048622783,0.2846902273961515,46,13
NP_060132.3,0.42099873132319776,0.14349407290918453,23,5
NP_060215.4,0.5125299368963583,,41,0
NP_060272.3,0.2982872399753316,,25,0
NP_060404.4,0.25461170815314865,0.36025185670181986,37,5
NP_060420.2,0.8567004038475766,0.33891481795013195,27,20
NP_060476.2,0.3163511860791218,,23,0
NP_060496.2,0.304357627869873,0.19795348213633204,39,10
NP_060521.4,0.22736610310574568,,26,0
NP_060546.2,0.22531126196478546,,25,0
NP_060552.4,0.46903909743581984,0.548267884302591,22,4
NP_060592.2,0.21621549294724662,1.0165458183592222,20,1
NP_060663.2,0.3574632101514922,0.2538496710908779,21,2
NP_060733.4,0.3112402316642822,0.3334755632863974,37,13
NP_060798.2,0.48969204266046396,0.4078043407656423,135,29
NP_060956.1,0.25947973417934733,,39,0
NP_060958.2,0.26268023406744057,,25,0
NP_061155.2,0.2869335877018972,0.35535786399450536,25,11
NP_061905.2,0.2787478702254631,,28,0
NP_061939.3,0.6124221598338604,0.7895173482742668,46,17
NP_061971.3,0.24638798153787905,0.30274600173567723,28,3
NP_061982.3,0.2722605977568512,0.39768821962284373,30,2
NP_063916.1,0.386653942593188,0.4246175713916268,32,3
NP_063945.2,0.423274963737,0.22870585432136464,35,2
NP_064502.9,0.2564493269579014,0.28759656739463135,20,5
NP_064551.3,0.22307272578024645,0.17732459835984296,24,1
NP_064632.2,0.31351466539982825,,32,0
NP_064716.2,0.2556993709652423,,25,0
NP_065071.1,0.29672366785324955,0.5012617085749977,26,4
NP_065099.3,0.34234194655777483,0.157020300198903,20,2
NP_065770.1,0.5481708087773236,,38,0
NP_065796.2,0.27952347301156094,0.28497991160735847,32,5
NP_065811.1,0.26047123556451646,0.13808654673376608,68,4
NP_065873.2,0.27251106873412984,0.19541789320585118,151,22
NP_065979.1,0.34010740649120985,0.25828589395978785,52,4
NP_066005.2,0.49582985445508243,0.5107384175617112,32,18
NP_066124.1,0.47230701298664207,0.15300719451762787,74,3
NP_066264.4,0.2593442739825274,0.23001174268887195,35,3
NP_066268.1,0.3952262412644213,0.4601374426466116,67,1
NP_066287.2,0.3621439534664539,0.2201260899226898,270,15
NP_066288.2,0.3806021001713989,0.12192181699209911,43,2
NP_066550.2,0.2821562515615683,0.28413928065032334,76,5
NP_066963.2,0.33651741599930685,0.31395602635539205,47,3
NP_067032.3,0.42458542101396746,0.28836761346616524,25,3
NP_067638.3,0.3214370598225499,0.24086439005149207,66,11
NP_068602.2,0.345650475621332,0.20142016677289173,29,1
NP_068711.1,0.24126183518992272,0.42182481217711565,66,6
NP_068712.1,0.24779886710713567,0.7283745406195448,62,2
NP_068776.2,0.22514496474943768,,22,0
NP_071357.2,0.4428207700858354,0.24049514115694165,28,12
NP_071378.1,0.4270014004509661,0.40487501297861983,25,4
NP_071415.1,0.3811205869812581,,41,0
NP_071445.1,0.39745811487485955,0.3836261352106514,55,5
NP_071451.2,0.2886217984982732,0.21588475183285752,104,32
NP_071731.1,0.4832308709843647,0.4318049553702176,27,2
NP_071765.2,0.2745751433925077,0.2056326466632654,33,4
NP_071934.3,0.3281919434307017,0.5300495478891193,99,7
NP_073746.2,0.4659097441336356,,32,0
NP_075598.2,0.28542409348973474,0.2440173806579185,52,1
NP_076927.1,0.26625753685236064,,32,0
NP_077015.2,0.3185945666617925,0.41352208507815896,33,4
NP_077277.1,0.4455826018977568,0.46775527707717796,30,6
NP_077282.3,0.23192223209865157,0.18722485806155423,20,1
NP_077288.2,0.2776886737178996,0.18582845026081926,38,2
NP_077744.4,0.4570612289373195,0.5830163415769013,29,3
NP_078789.2,0.34148823150555063,,40,0
NP_078853.2,0.347058924835388,0.23058874711803318,36,1
NP_078875.4,0.5409388880865106,0.37752505552323107,27,6
NP_078941.2,0.4764613210092214,,41,0
NP_078951.2,0.48072480607450235,0.3198237025388033,27,2
NP_079005.3,0.3696119924906194,0.4071457654839789,45,3
NP_079033.4,0.3270823658990074,0.18598216742133888,270,4
NP_079272.4,0.2570506139983192,0.27902863663421634,29,2
NP_079375.3,0.58750186165681,0.35990715245244637,26,9
NP_079408.3,0.2585819496478877,0.37006957259687434,23,1
NP_079455.3,0.4911941927838036,0.330926852728952,24,7
NP_079492.2,0.24634609733150178,0.19371716928460853,28,1
NP_085135.1,0.4698699209081483,0.4513285005840981,94,12
NP_109587.1,0.394236243046678,0.4835768930166143,29,5
NP_109590.3,0.46020331018750454,0.28794219634965657,202,3
NP_110440.1,0.33206835010188457,0.26796207666896676,21,4
NP_112190.2,0.21836126477824527,,21,0
NP_113663.2,0.2888579922974576,0.3899454242846373,22,2
NP_114032.2,0.3096815165036606,0.26734035417648255,67,13
NP_114423.1,0.40615858996144694,0.25394910607877247,20,3
NP_114432.2,0.40604674746042513,0.19713350926001588,28,7
NP_115484.2,0.38151356759131644,0.22353880512296523,25,2
NP_115763.2,0.3322518820368142,0.2292723023796078,46,16
NP_115791.3,0.29492651520595925,,51,0
NP_116027.2,0.43843394641013334,,53,0
NP_116045.2,0.2542944321142216,,30,0
NP_116071.2,0.29248721288325447,0.1724512946597919,64,4
NP_116277.2,0.35787994243248594,,89,0
NP_116575.3,0.4921777234553545,0.18224012740261236,30,6
NP_127497.1,0.40896649793594164,0.26058616867538914,37,7
NP_149045.3,0.36032240173657815,0.3314702454144261,33,3
NP_149075.2,0.41181346043794964,0.12815337873243662,20,1
NP_149091.1,0.41383022426543603,,24,0
NP_443099.1,0.35542787091214834,0.2847030496113298,47,7
NP_443108.1,0.48151618407306496,0.32935126091225464,35,2
NP_443711.2,0.4289764523094074,0.1798183302416814,21,5
NP_536350.2,0.4362870630020542,,60,0
NP_542411.2,0.27086625420980703,0.21686842451216282,102,6
NP_570824.1,0.41057364362452764,0.15310395269920207,24,4
NP_570853.1,0.3147192160280243,0.23519282303328587,36,5
NP_570901.3,0.27631609558780335,0.25063763407153145,23,3
NP_573566.2,0.35113200557123514,0.12866659422083848,24,2
NP_579877.1,0.4108950094965407,0.23121439136867805,32,2
NP_598004.1,0.21330422124489382,0.3369703937659947,31,2
NP_612422.2,0.2649533958372833,0.16719006145625467,23,2
NP_612486.2,0.3338796418933095,0.3836741295685413,23,4
NP_612808.1,0.44856792620792396,,20,0
NP_620596.2,0.3219404900739892,0.14789901393295443,44,3
NP_620689.1,0.3976919527846932,0.41280619788094747,43,2
NP_644805.1,0.3753527495294935,0.2912194926409385,85,13
NP_647479.2,0.3241212432297194,,65,0
NP_653178.3,0.438841899358837,0.4106805338831397,28,5
NP_653213.6,0.2571307658368609,0.3571952543222467,22,1
NP_659403.4,0.2677388615336637,,41,0
NP_659505.1,0.3298818673924545,,31,0
NP_660208.2,0.3732305734256141,0.3488611551173351,26,2
NP_663304.1,0.33645112392166854,0.17531178017004123,21,2
NP_689509.1,0.43881256394602075,0.35798990027668287,98,7
NP_689632.2,0.36893316411306143,,25,0
NP_689656.2,0.292278178120929,0.6582738833357508,41,2
NP_689854.2,0.4233792930505735,0.35522705211710703,35,8
NP_689956.2,0.40809388218580206,0.15331743541978188,27,6
NP_694984.5,0.310890358661397,0.23502920756380372,23,2
NP_705902.2,0.25895028412968346,0.7632527476036182,28,2
NP_714915.3,0.29754643869494046,0.17934741447561717,50,5
NP_714928.1,0.4989680372621187,,34,0
NP_742105.1,0.4506290483638367,0.19376644091217185,271,26
NP_758872.1,0.3187891405213882,0.21910115943874273,74,13
NP_775754.2,0.37155081650436345,,22,0
NP_775901.3,0.47320104363527593,0.29033096348086707,32,12
NP_775960.4,0.35889471738400375,0.3396569031362229,43,6
NP_777576.1,0.34122593564428544,0.3146403376207941,24,1
NP_777596.2,0.29132103443159074,0.2782568583523227,28,6
NP_783328.1,0.3045363688245572,0.11371649833293736,41,1
NP_803187.1,0.4348259355381491,0.2781058087931902,59,2
NP_808592.2,0.294807651419936,0.29877916825580564,38,3
NP_821080.1,0.5153933584377256,0.8452397126593896,33,2
NP_821133.1,0.2846039743650155,0.5458553663352448,24,2
NP_835366.1,0.47974530399902565,,79,0
NP_848547.4,0.4381032731854139,,27,0
NP_852107.1,0.3849193565292468,0.24487527008842086,54,5
NP_852122.1,0.44413763415655305,0.584665984149097,42,3
NP_870998.2,0.4954498501991277,,22,0
NP_877437.2,0.3587651524716624,,20,0
NP_891847.1,0.28361222043601814,0.7411391255066215,48,1
NP_898871.1,0.3828185378983716,,43,0
NP_899200.1,0.31805244999279103,0.3517657404213804,57,3
NP_919224.1,0.30278058938034275,0.24048364002534187,46,3
NP_919253.1,0.2813011426688395,0.3291102626531883,37,3
NP_932173.1,0.3499632025004838,0.17328282269128584,116,7
NP_937799.1,0.7219333813307417,0.7257414805055099,98,46
NP_937983.2,0.3654385367344627,0.3803832007258702,60,6
NP_938011.1,0.42334081210042274,0.2907477937021682,57,15
NP_938149.2,0.30563355380254187,,22,0
NP_940927.2,0.4463869294038726,,21,0
NP_940978.2,0.36083406565253145,0.317030206280605,54,20
NP_945345.2,0.2865160681153528,,49,0
NP_954986.2,0.3044167912016201,0.28874231843316456,25,5
NP_957705.1,0.44723871810941185,0.26233260833513217,134,8
NP_982272.2,0.3052142475171302,0.1471283990161913,28,2
NP_982301.1,0.29112733836995996,0.36645747210396,23,2
NP_991331.1,0.5646486914346536,0.30545696256157956,26,1
NP_997005.1,0.2171316643409335,0.20404662667589624,29,4
NP_997229.2,0.43418493384019247,0.32239043976456216,24,4
NP_997235.3,0.3081987378142202,0.11243569692838004,20,1
NP_998764.1,0.28602411487043417,,26,0
