DMS_id,n,auroc_uniform,auroc_biogate,auroc_best
NP_001139189.2,21,0.9907407407407407,0.9907407407407407,0.962962962962963
NP_001148.1,22,0.28070175438596495,0.12280701754385966,0.456140350877193
NP_001153508.1,78,0.8180354267310789,0.7375201288244766,0.8454106280193237
NP_001153605.1,77,0.9542483660130718,0.934640522875817,0.9526143790849674
NP_001153705.1,18,1.0,1.0,0.9875
NP_001156685.1,49,0.9393939393939393,0.9124579124579124,0.9191919191919192
NP_001156908.2,17,1.0,1.0,1.0
NP_001157281.1,15,0.9615384615384616,0.6538461538461539,0.9615384615384616
NP_001157750.1,26,1.0,0.9934640522875816,0.9607843137254901
NP_001157814.1,46,0.9837728194726166,0.9918864097363083,0.971602434077079
NP_001159435.1,741,0.9714807090719499,0.94507299270073,0.9693691345151199
NP_001159725.2,19,1.0,1.0,1.0
NP_001159762.1,23,0.8725490196078431,0.8431372549019608,0.8137254901960784
NP_001161206.1,21,1.0,0.9814814814814814,1.0
NP_001165948.1,14,1.0,1.0,1.0
NP_001166167.1,10,0.8571428571428572,0.8095238095238095,0.8571428571428572
NP_001167621.1,10,1.0,1.0,1.0
NP_001170787.2,25,0.9649122807017544,0.9210526315789473,0.9736842105263158
NP_001170991.1,132,0.9051490514905149,0.9051490514905148,0.9015356820234869
NP_001171481.1,11,0.7857142857142856,0.75,0.75
NP_001171536.2,90,0.9182968929804372,0.9044879171461448,0.8216340621403913
NP_001171809.1,105,0.9875283446712018,0.9829931972789117,0.9648526077097506
NP_001174.2,15,1.0,1.0,0.9615384615384616
NP_001177203.1,72,0.9137529137529138,0.8313908313908314,0.9456099456099456
NP_001177666.1,10,1.0,0.9583333333333334,1.0
NP_001180345.1,75,0.9953703703703705,0.9907407407407408,0.9768518518518519
NP_001181939.1,13,1.0,1.0,1.0
NP_001182192.1,19,0.9833333333333334,1.0,0.9333333333333333
NP_001182399.1,10,1.0,1.0,1.0
NP_001185.3,15,1.0,1.0,1.0
NP_001186.1,11,1.0,1.0,1.0
NP_001186036.1,30,0.9711538461538461,0.9134615384615385,0.9711538461538461
NP_001186728.1,11,1.0,0.9,1.0
NP_001186846.1,10,1.0,1.0,1.0
NP_001189333.2,38,0.9454545454545455,0.9030303030303031,0.884848484848485
NP_001189472.1,14,1.0,1.0,1.0
NP_001191354.2,25,0.8690476190476191,0.7261904761904762,0.9523809523809523
NP_001193928.1,18,1.0,1.0,1.0
NP_001194.1,26,0.9791666666666667,0.8541666666666666,0.9791666666666667
NP_001195.2,60,0.9948652118100129,0.982028241335045,0.9910141206675225
NP_001202.5,22,0.9298245614035088,0.8245614035087719,0.9122807017543859
NP_001211.3,47,0.983739837398374,0.853658536585366,0.9878048780487805
NP_001223.2,10,0.88,0.84,0.88
NP_001229804.1,16,1.0,1.0,1.0
NP_001229817.2,23,0.9416666666666667,0.9166666666666666,0.9416666666666667
NP_001229825.1,25,0.9242424242424242,0.7424242424242424,0.9090909090909091
NP_001229886.1,12,1.0,0.9629629629629629,1.0
NP_001230695.2,35,0.950657894736842,0.9243421052631579,0.9539473684210527
NP_001231118.1,29,0.6481481481481481,0.6296296296296297,0.7037037037037037
NP_001243371.1,37,1.0,0.9966666666666666,1.0
NP_001243643.1,13,1.0,0.9545454545454545,1.0
NP_001243805.1,40,0.4871794871794872,0.5897435897435898,0.4358974358974359
NP_001244074.1,23,0.8809523809523809,0.8571428571428572,1.0
NP_001244159.1,46,0.8333333333333333,0.5476190476190477,0.9404761904761905
NP_001244941.2,15,0.925925925925926,0.925925925925926,0.8703703703703705
NP_001255.4,22,0.6190476190476191,0.33333333333333337,0.5238095238095238
NP_001258750.1,11,0.9444444444444444,1.0,0.9444444444444444
NP_001258928.1,10,1.0,1.0,1.0
NP_001262.3,115,0.9742335290280496,0.9686888454011742,0.9716242661448141
NP_001264.2,49,0.9928315412186379,0.996415770609319,0.967741935483871
NP_001265067.1,99,0.9106995884773662,0.7012345679012345,0.920164609053498
NP_001265273.1,41,0.8421052631578947,0.6929824561403508,0.9122807017543859
NP_001265868.1,25,0.8333333333333334,0.7121212121212122,0.8636363636363636
NP_001269154.1,21,0.9875,0.9875,1.0
NP_001269210.1,18,0.9846153846153847,0.9692307692307692,0.9384615384615385
NP_001269862.1,22,1.0,1.0,1.0
NP_001273003.2,48,0.9113043478260869,0.9026086956521739,0.885217391304348
NP_001274420.1,11,1.0,0.9642857142857143,1.0
NP_001275676.1,17,0.6538461538461539,0.5961538461538461,0.7692307692307693
NP_001275880.1,22,1.0,1.0,1.0
NP_001275929.1,18,0.9111111111111112,0.9555555555555556,0.8
NP_001278.1,44,0.9738562091503267,0.9629629629629628,0.962962962962963
NP_001278585.2,18,1.0,1.0,1.0
NP_001278650.1,41,0.9532967032967032,0.956043956043956,0.9175824175824177
NP_001278933.1,23,0.9888888888888889,0.9444444444444445,1.0
NP_001288.3,40,0.967741935483871,0.924731182795699,0.992831541218638
NP_001289.1,85,0.9931506849315068,0.9714611872146119,0.9874429223744292
NP_001290039.1,31,1.0,1.0,0.9952380952380953
NP_001290185.1,34,0.9853479853479854,0.9340659340659341,0.9816849816849818
NP_001290425.1,33,0.8049999999999999,0.74,0.81
NP_001291646.4,174,1.0,0.998289136013687,0.9931565440547476
NP_001293061.2,70,1.0,0.987673343605547,0.9922958397534668
NP_001304019.1,11,1.0,1.0,1.0
NP_001305781.1,14,1.0,0.9777777777777777,1.0
NP_001307679.1,17,1.0,1.0,1.0
NP_001307852.1,10,1.0,1.0,1.0
NP_001308031.1,12,1.0,1.0,0.8181818181818181
NP_001308943.1,53,0.9576923076923076,0.8980769230769231,0.9173076923076923
NP_001308971.2,30,1.0,1.0,1.0
NP_001309774.1,18,1.0,1.0,0.9411764705882353
NP_001317619.1,11,0.75,0.75,0.8333333333333334
NP_001317964.1,18,0.71875,0.625,0.75
NP_001323.1,16,0.8666666666666667,0.8666666666666667,0.7333333333333334
NP_001336584.1,13,0.9090909090909091,0.7272727272727273,0.9545454545454545
NP_001340274.1,37,1.0,0.9925925925925926,0.9962962962962963
NP_001341530.2,25,0.9848484848484849,0.9696969696969697,0.9545454545454546
NP_001349700.1,25,1.0,1.0,1.0
NP_001351.2,86,1.0,0.9786585365853658,1.0
NP_001352465.1,47,0.9176245210727969,0.9003831417624522,0.9233716475095785
NP_001354752.1,21,1.0,0.9,0.95
NP_001355738.1,10,1.0,1.0,1.0
NP_001355847.1,47,0.9924242424242424,0.9772727272727273,1.0
NP_001356355.1,17,1.0,1.0,0.986111111111111
NP_001357188.2,98,0.9944444444444445,0.9791666666666666,0.9916666666666667
NP_001357587.1,56,0.9803921568627451,0.9607843137254901,0.9725490196078431
NP_001358995.1,27,1.0,1.0,0.96
NP_001365406.2,10,1.0,1.0,0.75
NP_001365421.1,14,1.0,0.8484848484848485,1.0
NP_001366127.1,177,0.9837209302325581,0.8872093023255815,0.9895348837209302
NP_001366380.1,11,0.7222222222222222,0.5555555555555556,0.7222222222222223
NP_001366429.1,42,0.9512195121951219,0.9512195121951219,0.975609756097561
NP_001369746.2,16,0.7333333333333334,0.6666666666666667,0.7333333333333334
NP_001373.2,14,1.0,0.9230769230769231,1.0
NP_001374.4,11,1.0,1.0,1.0
NP_001380.2,10,0.8888888888888888,0.8888888888888888,1.0
NP_001387.2,94,0.9880952380952381,0.9571428571428572,0.9857142857142858
NP_001390.1,101,0.9375,0.8889705882352942,0.9404411764705882
NP_001421.2,51,0.9693877551020408,0.9489795918367347,1.0
NP_001440.2,14,1.0,1.0,1.0
NP_001442.2,14,1.0,0.9583333333333334,1.0
NP_001444.2,25,1.0,1.0,1.0
NP_001457.1,12,0.9629629629629629,0.8888888888888888,0.9629629629629629
NP_001469.1,10,1.0,0.9047619047619048,1.0
NP_001510.2,12,1.0,1.0,1.0
NP_001529.2,12,0.9500000000000001,1.0,0.9
NP_001531.1,21,0.8333333333333334,0.8148148148148149,0.7962962962962964
NP_001547.1,19,0.9444444444444444,0.9444444444444444,0.8888888888888888
NP_001548.1,10,1.0,0.8888888888888888,0.6666666666666667
NP_001549.2,18,0.9642857142857143,0.8928571428571428,0.8928571428571428
NP_001554.2,19,0.8333333333333334,0.7222222222222222,0.5555555555555556
NP_001596.2,23,0.9384615384615385,0.9538461538461538,0.8846153846153846
NP_001605.1,44,0.8809523809523809,0.7619047619047619,0.8571428571428571
NP_001616.1,11,1.0,0.9642857142857143,1.0
NP_001672.1,21,0.9852941176470589,0.9411764705882353,0.9852941176470589
NP_001681.2,11,0.8888888888888888,0.7222222222222222,0.8888888888888888
NP_001684.2,11,1.0,0.9333333333333333,1.0
NP_001745.2,41,1.0,1.0,1.0
NP_001783.2,17,0.8,0.9333333333333333,0.5333333333333333
NP_001784.2,11,1.0,0.9444444444444444,0.9444444444444444
NP_001821.2,33,0.9522058823529411,0.9007352941176471,0.9448529411764706
NP_001835.3,402,0.9854902581973706,0.9757009345794393,0.9625851417709488
NP_001837.2,89,0.9882882882882882,0.9882882882882883,0.9513513513513513
NP_001839.2,134,0.9343434343434344,0.9005050505050505,0.9237373737373737
NP_001840.3,122,0.9910130718954249,0.9651416122004357,0.9961873638344227
NP_001843.1,20,1.0,0.9473684210526316,1.0
NP_001845.3,154,0.9803921568627451,0.9640522875816994,0.9701797385620914
NP_001859.1,14,1.0,1.0,1.0
NP_001866.2,61,0.9523809523809524,0.9296536796536797,0.9285714285714285
NP_001867.2,28,0.9839572192513368,0.946524064171123,0.9625668449197862
NP_001895.1,13,0.9285714285714286,0.9523809523809524,0.8809523809523809
NP_001909.4,29,0.9951923076923077,0.9807692307692308,1.0
NP_001918.3,31,0.9482758620689655,0.9482758620689655,0.9482758620689655
NP_001922.2,17,1.0,1.0,1.0
NP_001934.2,35,0.9600000000000001,0.8800000000000001,0.9533333333333334
NP_001944.1,31,0.9285714285714286,0.9190476190476191,0.9333333333333333
NP_001949.1,36,0.7127272727272728,0.6145454545454545,0.7818181818181819
NP_001963.1,55,0.9755555555555555,0.9666666666666666,0.9577777777777778
NP_002011.2,28,1.0,0.9833333333333334,1.0
NP_002015.1,11,1.0,0.9642857142857143,1.0
NP_002016.2,18,0.65625,0.6875,0.65625
NP_002038.2,32,0.9047619047619048,0.9004329004329004,0.9047619047619048
NP_002040.1,26,0.9172932330827068,0.8571428571428572,0.9398496240601504
NP_002043.2,16,0.8909090909090909,0.8181818181818182,0.8363636363636364
NP_002046.1,51,0.9159090909090909,0.9136363636363636,0.890909090909091
NP_002060.4,11,1.0,1.0,1.0
NP_002065.1,33,0.9,0.895,0.93
NP_002071.2,12,0.9629629629629629,0.9259259259259258,0.9629629629629629
NP_002100.2,15,0.9722222222222222,1.0,0.9722222222222222
NP_002131.2,13,0.9166666666666666,0.9166666666666666,0.9166666666666666
NP_002151.2,57,0.2142857142857143,0.125,0.2857142857142857
NP_002171.2,45,0.9365079365079365,0.9126984126984127,0.9206349206349206
NP_002172.2,10,0.8571428571428572,0.7142857142857144,0.9047619047619049
NP_002176.2,20,0.96875,0.7708333333333333,0.9895833333333333
NP_002195.1,15,0.9444444444444444,0.8611111111111112,0.9444444444444444
NP_002212.3,12,0.37037037037037035,0.5555555555555556,0.3333333333333333
NP_002238.2,13,1.0,0.9333333333333333,1.0
NP_002244.1,13,0.9166666666666666,0.9166666666666666,0.9166666666666666
NP_002283.3,28,1.0,0.9615384615384616,0.9807692307692308
NP_002287.2,12,1.0,1.0,1.0
NP_002290.2,14,1.0,1.0,1.0
NP_002294.2,11,0.7222222222222222,0.6666666666666667,0.7777777777777778
NP_002307.2,28,1.0,0.9652173913043478,1.0
NP_002325.2,15,1.0,1.0,0.9615384615384616
NP_002326.2,67,0.9627659574468085,0.9180851063829788,0.9659574468085106
NP_002327.2,19,1.0,0.9705882352941176,0.9705882352941176
NP_002372.1,20,0.890625,0.75,0.8125
NP_002388.2,37,0.8794117647058823,0.8558823529411765,0.8911764705882352
NP_002411.3,37,0.9032258064516129,0.8387096774193548,0.9032258064516128
NP_002418.1,10,1.0,1.0,1.0
NP_002426.1,12,1.0,1.0,0.96875
NP_002428.1,13,0.9166666666666666,0.9166666666666666,0.9166666666666666
NP_002430.3,21,0.19999999999999996,0.050000000000000044,0.19999999999999996
NP_002435.1,13,0.7727272727272727,0.5,0.9090909090909091
NP_002445.2,20,0.9411764705882353,0.9411764705882353,0.9607843137254901
NP_002456.2,18,0.9166666666666667,0.875,0.8333333333333333
NP_002461.2,49,0.9387755102040816,0.935374149659864,0.8928571428571428
NP_002462.2,30,0.7980769230769231,0.7884615384615384,0.7307692307692308
NP_002463.2,23,0.8181818181818181,0.7272727272727273,1.0
NP_002464.1,71,0.915079365079365,0.8841269841269842,0.911904761904762
NP_002476.2,19,0.7941176470588235,0.7058823529411764,0.8235294117647058
NP_002492.2,27,0.9456521739130435,0.8260869565217391,0.9130434782608696
NP_002520.2,48,0.9791304347826086,0.9739130434782608,0.9634782608695652
NP_002538.1,20,0.880952380952381,0.8809523809523809,0.9047619047619049
NP_002576.1,14,1.0,1.0,1.0
NP_002600.1,90,0.9953970080552359,0.9850402761795167,0.9758342922899885
NP_002612.1,10,1.0,1.0,1.0
NP_002624.2,10,1.0,0.9600000000000001,0.9600000000000001
NP_002632.1,32,0.9007936507936508,0.8571428571428571,0.865079365079365
NP_002652.2,42,0.8125,0.7625,0.825
NP_002653.1,23,1.0,0.9833333333333333,1.0
NP_002682.2,18,0.9777777777777777,0.888888888888889,0.9555555555555556
NP_002684.1,101,0.9740896358543417,0.9628851540616246,0.969187675070028
NP_002706.1,16,1.0,1.0,0.8974358974358975
NP_002730.1,22,0.9861111111111112,0.9722222222222222,0.9861111111111112
NP_002733.2,13,0.9090909090909091,1.0,0.8636363636363635
NP_002746.1,32,1.0,0.9833333333333334,1.0
NP_002755.1,18,1.0,1.0,1.0
NP_002760.1,22,0.7435897435897435,0.7350427350427351,0.717948717948718
NP_002766.1,18,0.9692307692307692,0.9384615384615385,0.9692307692307692
NP_002769.1,13,1.0,1.0,1.0
NP_002825.3,118,0.9625,0.9477272727272728,0.8818181818181818
NP_002829.3,12,1.0,0.9090909090909091,1.0
NP_002851.2,25,0.875,0.8455882352941176,0.9338235294117647
NP_002854.3,23,0.946969696969697,0.9242424242424243,0.946969696969697
NP_002871.1,59,0.988795518207283,0.9761904761904762,0.9915966386554622
NP_002878.2,11,0.8571428571428572,0.8214285714285714,0.7142857142857143
NP_002891.1,12,0.5925925925925926,0.5925925925925926,0.6666666666666665
NP_002896.2,15,1.0,1.0,0.9814814814814815
NP_002932.1,22,1.0,1.0,1.0
NP_002959.2,35,0.6176470588235294,0.5,0.5588235294117647
NP_002963.2,12,0.09090909090909094,0.18181818181818177,0.09090909090909094
NP_002991.2,72,0.994949494949495,0.994949494949495,0.98989898989899
NP_002992.1,10,1.0,1.0,1.0
NP_002993.1,30,0.9615384615384616,0.9230769230769231,0.9807692307692308
NP_003009.2,13,0.8888888888888888,0.2222222222222222,0.8888888888888888
NP_003014.3,24,0.7478991596638654,0.1092436974789916,0.8655462184873949
NP_003026.2,11,1.0,0.8333333333333334,1.0
NP_003027.1,41,0.9976076555023924,0.916267942583732,1.0
NP_003033.3,113,0.9230769230769231,0.9205548549810846,0.8997477931904161
NP_003043.3,11,1.0,1.0,1.0
NP_003046.2,10,1.0,1.0,1.0
NP_003051.1,83,0.9979296066252589,0.9937888198757765,0.9979296066252589
NP_003061.3,134,0.983606557377049,0.9743992813833371,0.9721536043117
NP_003066.2,10,1.0,1.0,1.0
NP_003070.3,10,1.0,1.0,1.0
NP_003097.1,14,1.0,1.0,0.9777777777777779
NP_003099.1,39,0.972972972972973,0.972972972972973,0.972972972972973
NP_003110.1,32,0.9863636363636363,0.990909090909091,0.959090909090909
NP_003147.2,16,1.0,1.0,1.0
NP_003150.1,170,0.9913213885778276,0.9913213885778276,0.9913213885778276
NP_003156.1,124,0.9308943089430893,0.8928571428571429,0.9099883855981418
NP_003163.1,14,0.9166666666666666,0.8333333333333333,0.875
NP_003165.2,15,1.0,0.8571428571428572,1.0
NP_003184.1,14,1.0,1.0,1.0
NP_003218.2,13,0.9444444444444444,0.9166666666666667,1.0
NP_003229.1,17,0.9423076923076923,0.9807692307692308,0.8846153846153846
NP_003233.4,74,0.9803921568627452,0.9387254901960785,0.9877450980392157
NP_003276.3,11,1.0,1.0,1.0
NP_003280.2,14,0.5384615384615384,0.3076923076923077,0.5384615384615384
NP_003313.3,28,1.0,1.0,1.0
NP_003325.2,31,0.4666666666666667,0.23333333333333328,0.7
NP_003352.2,46,0.9844155844155844,0.9116883116883118,0.9948051948051948
NP_003383.4,10,0.8333333333333334,0.8333333333333334,0.8333333333333334
NP_003394.1,15,1.0,1.0,1.0
NP_003404.1,10,1.0,1.0,1.0
NP_003457.1,10,1.0,1.0,1.0
NP_003468.2,12,1.0,1.0,1.0
NP_003482.1,22,0.9523809523809523,0.9523809523809523,1.0
NP_003485.1,125,0.9321857068335943,0.8630672926447575,0.9441836202399583
NP_003551.2,58,0.9849056603773585,0.9735849056603774,0.9886792452830189
NP_003570.2,44,0.93125,0.9187500000000001,0.9375
NP_003579.3,11,0.8,0.8,0.8333333333333334
NP_003602.1,49,0.934108527131783,0.937984496124031,0.9069767441860466
NP_003611.1,15,0.8571428571428572,0.8571428571428572,0.9285714285714286
NP_003631.2,21,1.0,1.0,1.0
NP_003667.1,10,1.0,1.0,1.0
NP_003671.1,13,1.0,1.0,1.0
NP_003679.2,37,0.7481481481481481,0.7148148148148148,0.7222222222222222
NP_003709.3,74,0.9566666666666666,0.9483333333333334,0.9583333333333333
NP_003713.3,67,0.9525641025641026,0.9192307692307694,0.9692307692307692
NP_003733.2,73,0.9871794871794871,0.973604826546003,0.9720965309200604
NP_003782.1,15,1.0,1.0,1.0
NP_003792.1,14,0.9333333333333333,0.9333333333333333,0.8222222222222223
NP_003826.2,12,1.0,0.9090909090909091,1.0
NP_003830.1,13,0.9666666666666667,0.9333333333333333,0.9666666666666667
NP_003841.1,19,1.0,0.9777777777777779,1.0
NP_003871.1,14,0.9111111111111112,0.8888888888888888,0.9111111111111112
NP_003886.3,26,0.96,0.96,1.0
NP_003891.1,19,0.9000000000000001,0.8833333333333333,0.9333333333333333
NP_003898.2,50,0.9734848484848485,0.9053030303030303,0.9734848484848485
NP_003910.1,10,0.9375,0.8125,0.9375
NP_003914.1,14,0.8333333333333334,0.8333333333333334,0.8333333333333334
NP_003969.2,14,0.7916666666666666,0.875,0.75
NP_003986.2,20,0.8611111111111112,0.7222222222222222,0.8333333333333333
NP_003989.2,19,1.0,0.9833333333333334,1.0
NP_003990.1,13,0.8333333333333334,1.0,0.75
NP_003995.2,99,0.9326923076923077,0.9203296703296704,0.9271978021978022
NP_004010.1,12,0.9714285714285715,0.8857142857142857,1.0
NP_004035.2,13,1.0,1.0,1.0
NP_004046.2,25,0.8787878787878788,0.8939393939393939,0.7727272727272727
NP_004073.2,30,0.9565217391304348,0.9006211180124224,0.9627329192546583
NP_004077.1,15,0.8035714285714286,0.6607142857142857,1.0
NP_004083.3,33,1.0,0.9666666666666668,0.9666666666666668
NP_004144.2,16,0.9272727272727272,0.9090909090909092,0.8727272727272728
NP_004159.2,13,0.9761904761904763,0.9523809523809524,1.0
NP_004162.2,49,0.7857142857142857,0.7482993197278911,0.782312925170068
NP_004165.2,13,1.0,0.9545454545454545,1.0
NP_004167.3,10,1.0,0.6875,1.0
NP_004174.1,170,0.9833479404031552,0.9903593339176161,0.9596844872918493
NP_004178.2,65,0.9771428571428571,0.9685714285714285,0.9704761904761905
NP_004179.3,11,1.0,1.0,1.0
NP_004195.2,18,1.0,0.9411764705882353,1.0
NP_004199.1,27,0.9615384615384615,0.9505494505494506,0.967032967032967
NP_004202.4,35,0.9948979591836735,0.9795918367346939,0.9897959183673469
NP_004209.2,10,1.0,1.0,1.0
NP_004229.1,14,0.9500000000000001,0.9750000000000001,0.85
NP_004230.2,31,0.8448275862068966,0.8793103448275863,0.8620689655172414
NP_004238.3,27,1.0,0.9944444444444445,0.9666666666666667
NP_004251.4,49,0.8333333333333333,0.8062015503875969,0.821705426356589
NP_004264.2,15,1.0,0.9814814814814815,1.0
NP_004272.2,21,1.0,1.0,0.9777777777777777
NP_004290.2,22,0.9294117647058824,0.9176470588235294,0.8705882352941177
NP_004295.2,39,0.8142857142857143,0.7357142857142858,0.8
NP_004312.2,171,0.9760972882303606,0.8969807100922561,0.9882583170254403
NP_004319.1,21,1.0,1.0,1.0
NP_004320.2,16,1.0,1.0,1.0
NP_004324.2,98,0.9852272727272726,0.9625,0.9840909090909091
NP_004332.2,11,0.875,0.875,0.8333333333333333
NP_004351.1,55,0.7107438016528925,0.5867768595041323,0.7066115702479339
NP_004357.3,24,0.9624999999999999,0.95,0.9500000000000001
NP_004362.2,74,0.9803921568627452,0.9632352941176471,0.9558823529411764
NP_004378.1,15,1.0,1.0,1.0
NP_004399.2,77,0.8870748299319728,0.8598639455782313,0.8843537414965985
NP_004416.2,10,1.0,0.8125,1.0
NP_004420.1,14,1.0,1.0,1.0
NP_004422.2,23,1.0,1.0,1.0
NP_004435.3,76,0.9990421455938697,0.9798850574712644,0.9923371647509578
NP_004437.2,20,0.9722222222222222,0.9722222222222222,0.8333333333333334
NP_004439.2,20,0.8947368421052632,0.7894736842105263,0.8947368421052632
NP_004444.2,81,0.9157894736842105,0.9236842105263158,0.881578947368421
NP_004447.2,39,0.9973262032085561,0.946524064171123,0.9893048128342246
NP_004454.2,21,0.9907407407407407,0.9537037037037037,1.0
NP_004475.1,63,0.5967741935483871,0.6774193548387097,0.6774193548387097
NP_004484.1,14,0.95,0.9,0.975
NP_004510.1,41,0.9877450980392156,0.9705882352941176,1.0
NP_004513.1,12,1.0,1.0,1.0
NP_004514.2,38,0.9411764705882353,0.948529411764706,0.8455882352941178
NP_004517.2,15,1.0,1.0,1.0
NP_004551.2,32,0.8,0.7599999999999999,0.7485714285714284
NP_004553.2,26,0.9408284023668639,0.9289940828402368,0.9349112426035503
NP_004563.2,27,0.95,0.9428571428571428,0.9571428571428572
NP_004571.2,11,1.0,1.0,1.0
NP_004577.1,31,1.0,0.9945652173913043,1.0
NP_004586.2,15,1.0,0.9615384615384616,1.0
NP_004603.1,45,1.0,1.0,1.0
NP_004605.4,25,0.9523809523809523,0.9523809523809523,0.9523809523809523
NP_004612.2,13,0.925,0.95,0.9
NP_004619.3,17,0.875,0.75,0.9375
NP_004620.1,11,0.9642857142857143,0.8571428571428571,0.8214285714285714
NP_004637.1,82,0.9276595744680851,0.8887537993920973,0.9142857142857143
NP_004647.1,13,0.9761904761904763,0.9523809523809524,0.9761904761904763
NP_004689.1,10,1.0,0.9583333333333334,0.9583333333333334
NP_004691.2,25,0.9533333333333334,0.8733333333333333,0.9733333333333334
NP_004743.1,18,0.7230769230769232,0.6,0.7384615384615385
NP_004784.2,66,0.84375,0.703125,0.8515625
NP_004786.2,15,0.9285714285714286,0.9285714285714286,0.9285714285714286
NP_004808.2,20,0.9866666666666667,1.0,0.9733333333333334
NP_004811.1,13,1.0,1.0,1.0
NP_004817.2,17,0.9848484848484849,0.8787878787878788,1.0
NP_004827.4,12,1.0,1.0,1.0
NP_004846.4,11,1.0,1.0,1.0
NP_004853.2,12,1.0,0.9714285714285715,1.0
NP_004854.1,14,1.0,0.875,1.0
NP_004886.3,48,0.8690476190476191,0.8253968253968254,0.8055555555555556
NP_004915.2,16,1.0,0.9166666666666667,1.0
NP_004919.1,17,1.0,1.0,1.0
NP_004928.2,31,0.9871794871794872,0.9871794871794872,0.9871794871794872
NP_004936.2,42,0.8149038461538461,0.84375,0.8004807692307692
NP_004937.1,23,1.0,1.0,1.0
NP_004950.2,25,0.9696969696969697,0.9393939393939394,1.0
NP_004951.1,21,0.8611111111111112,0.8148148148148149,0.8703703703703705
NP_004954.2,12,0.7,0.75,0.7
NP_004963.1,14,0.9583333333333333,1.0,0.9583333333333333
NP_004964.2,16,0.8666666666666667,0.33333333333333337,1.0
NP_004965.1,42,1.0,1.0,1.0
NP_004966.1,156,0.9893002717391305,0.9859035326086957,0.9898097826086957
NP_004968.2,18,0.8392857142857143,0.8214285714285714,0.8392857142857143
NP_004971.2,20,1.0,1.0,1.0
NP_004975.2,78,0.8946986201888162,0.8656499636891792,0.896151053013798
NP_004985.2,10,1.0,1.0,1.0
NP_004990.3,16,0.7333333333333334,0.7166666666666667,0.65
NP_004997.4,13,1.0,1.0,1.0
NP_005008.2,21,1.0,1.0,1.0
NP_005016.1,18,1.0,0.96875,1.0
NP_005017.3,15,0.8200000000000001,0.8200000000000001,0.5
NP_005018.2,43,0.9393939393939394,0.9333333333333333,0.9212121212121213
NP_005041.1,20,1.0,1.0,0.9722222222222222
NP_005046.2,17,0.9615384615384616,0.9038461538461539,0.9038461538461539
NP_005059.2,10,0.11111111111111116,0.11111111111111116,0.33333333333333337
NP_005076.3,16,0.9333333333333333,0.8666666666666667,0.9333333333333333
NP_005085.2,12,1.0,1.0,1.0
NP_005111.2,97,0.9572222222222222,0.9177777777777777,0.895
NP_005112.2,30,0.9038461538461539,0.8846153846153846,0.8942307692307693
NP_005135.2,34,1.0,1.0,0.984375
NP_005174.2,41,1.0,0.9833333333333333,0.9944444444444445
NP_005179.2,28,0.9692307692307692,0.958974358974359,0.9846153846153847
NP_005202.2,91,0.9884848484848485,0.9915151515151515,0.9824242424242424
NP_005206.2,16,1.0,1.0,1.0
NP_005219.2,19,0.8974358974358975,0.7435897435897436,0.923076923076923
NP_005226.1,11,0.7916666666666667,0.6666666666666667,0.875
NP_005227.1,13,0.9285714285714286,0.9523809523809524,0.9047619047619047
NP_005240.3,126,0.989454732510288,0.970679012345679,0.993312757201646
NP_005242.1,10,1.0,0.875,1.0
NP_005254.2,10,1.0,1.0,1.0
NP_005258.2,38,0.9711538461538461,0.9358974358974359,0.967948717948718
NP_005262.1,19,0.858974358974359,0.717948717948718,0.6923076923076923
NP_005325.2,33,1.0,0.9857142857142858,0.9857142857142858
NP_005328.2,11,0.6785714285714286,0.7499999999999999,0.6071428571428571
NP_005334.1,31,1.0,1.0,1.0
NP_005350.1,26,0.9047619047619049,0.9047619047619049,0.9142857142857144
NP_005351.2,20,1.0,0.9780219780219781,1.0
NP_005364.1,27,0.95,0.9142857142857143,0.9142857142857141
NP_005369.2,12,0.9714285714285715,0.942857142857143,0.942857142857143
NP_005404.1,10,1.0,1.0,1.0
NP_005413.2,32,0.95,0.9545454545454545,0.9545454545454545
NP_005436.1,35,0.9666666666666667,0.96,0.9533333333333334
NP_005439.2,11,0.17857142857142858,0.4285714285714286,0.14285714285714285
NP_005449.5,82,0.8648648648648648,0.8547297297297297,0.8665540540540541
NP_005452.2,13,1.0,0.9666666666666668,1.0
NP_005468.1,32,1.0,0.9954545454545455,1.0
NP_005493.2,67,0.9642857142857143,0.9484126984126984,0.9484126984126984
NP_005509.1,12,0.9090909090909091,0.9090909090909091,0.9090909090909091
NP_005526.1,25,0.9166666666666666,0.9404761904761905,0.7500000000000001
NP_005545.1,25,1.0,0.9615384615384616,0.9935897435897436
NP_005546.2,25,1.0,0.9545454545454546,1.0
NP_005548.2,26,0.975,0.9625,0.98125
NP_005553.2,24,1.0,1.0,1.0
NP_005563.1,158,0.29936305732484075,0.35668789808917195,0.4012738853503185
NP_005564.1,12,1.0,1.0,1.0
NP_005576.3,17,1.0,1.0,0.9615384615384616
NP_005582.1,18,1.0,1.0,1.0
NP_005583.1,19,0.9583333333333334,1.0,0.875
NP_005594.2,20,0.9270833333333334,0.9166666666666666,0.9166666666666667
NP_005600.1,26,0.9047619047619049,0.8285714285714287,0.9047619047619048
NP_005609.3,19,1.0,1.0,1.0
NP_005620.1,57,0.9957264957264957,0.9743589743589745,0.9871794871794872
NP_005621.2,20,1.0,1.0,1.0
